id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,index_type,throughput,init_table_size,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,search_type,lookup_latency,llc_miss,dtlb_miss,branch_miss,instructions,table_size
20240917235931,0.5,0.5,0,0,0,../datasets/osm,alex,713384,1000000,74141848,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,0,1928430335,0,0,0,2000000
20240917235936,0.5,0.5,0,0,0,../datasets/osm,alex,695518,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,0,2009225332,0,0,0,2000000
20240917235941,0.5,0.5,0,0,0,../datasets/osm,alex,678191,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,0,2106478828,0,0,0,2000000
20240917235945,0.5,0.5,0,0,0,../datasets/osm,alex,687604,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,0,2187238322,0,0,0,2000000
20240917235950,0.5,0.5,0,0,0,../datasets/osm,alex,697479,1000000,74141848,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,0,2271221313,0,0,0,2000000
20240917235955,0.5,0.5,0,0,0,../datasets/osm,alex,638465,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,slin,0,2513394839,0,0,0,2000000
20240918000000,0.5,0.5,0,0,0,../datasets/osm,alex,655211,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_slin,0,2450100654,0,0,0,2000000
20240918000005,0.5,0.5,0,0,0,../datasets/osm,alex,656984,1000000,74141848,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_slin,0,2612670640,0,0,0,2000000
20240918000008,0.5,0.5,0,0,0,../datasets/wiki,alex,792424,951506,49249280,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,0,1797854361,0,0,0,1903013
20240918000012,0.5,0.5,0,0,0,../datasets/wiki,alex,761529,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,0,1900923893,0,0,0,1903013
20240918000015,0.5,0.5,0,0,0,../datasets/wiki,alex,738102,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,0,1993811017,0,0,0,1903013
20240918000019,0.5,0.5,0,0,0,../datasets/wiki,alex,746006,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,0,2070785792,0,0,0,1903013
20240918000022,0.5,0.5,0,0,0,../datasets/wiki,alex,780146,951506,49249280,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,0,2127573352,0,0,0,1903013
20240918000026,0.5,0.5,0,0,0,../datasets/wiki,alex,695280,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,slin,0,2359918465,0,0,0,1903013
20240918000030,0.5,0.5,0,0,0,../datasets/wiki,alex,701929,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_slin,0,2305303478,0,0,0,1903013
20240918000033,0.5,0.5,0,0,0,../datasets/wiki,alex,715976,951506,49249280,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_slin,0,2453323529,0,0,0,1903013
