id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,index_type,throughput,init_table_size,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,search_type,lookup_latency,llc_miss,dtlb_miss,branch_miss,instructions,table_size
20240918000535,0.5,0.5,0,0,0,../datasets/books,alex,823790,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,0,1562272,0,0,0,2000000
20240918000538,0.5,0.5,0,0,0,../datasets/books,alex,748286,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,0,5890613,0,0,0,2000000
20240918000541,0.5,0.5,0,0,0,../datasets/books,alex,717986,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,0,2524401,0,0,0,2000000
20240918000545,0.5,0.5,0,0,0,../datasets/books,alex,644708,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,0,6485451,0,0,0,2000000
20240918000548,0.5,0.5,0,0,0,../datasets/books,alex,832987,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,0,1141320,0,0,0,2000000
20240918000852,0.5,0.5,0,0,0,../datasets/books,alex,10860,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,slin,0,12196968881,0,0,0,2000000
20240918000856,0.5,0.5,0,0,0,../datasets/books,alex,738304,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_slin,0,1962791,0,0,0,2000000
20240918000859,0.5,0.5,0,0,0,../datasets/books,alex,774483,1000000,40953376,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_slin,0,827922,0,0,0,2000000
20240918000903,0.5,0.5,0,0,0,../datasets/fb,alex,678922,1000000,65450048,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,0,3838084,0,0,0,2000000
20240918000908,0.5,0.5,0,0,0,../datasets/fb,alex,684217,1000000,63921880,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,0,5115574,0,0,0,2000000
20240918000913,0.5,0.5,0,0,0,../datasets/fb,alex,661618,1000000,63921880,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,0,4428074,0,0,0,2000000
20240918000917,0.5,0.5,0,0,0,../datasets/fb,alex,663624,1000000,63921880,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,0,4488801,0,0,0,2000000
20240918000922,0.5,0.5,0,0,0,../datasets/fb,alex,674297,1000000,65450048,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,0,3322986,0,0,0,2000000
20240918000926,0.5,0.5,0,0,0,../datasets/fb,alex,635142,1000000,63921880,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,slin,0,7181346,0,0,0,2000000
20240918000931,0.5,0.5,0,0,0,../datasets/fb,alex,625787,1000000,63921880,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_slin,0,4031026,0,0,0,2000000
20240918000936,0.5,0.5,0,0,0,../datasets/fb,alex,630952,1000000,65450048,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_slin,0,3608588,0,0,0,2000000
20240918000941,0.5,0.5,0,0,0,../datasets/osm,alex,691664,1000000,74141848,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,0,3190947,0,0,0,2000000
20240918000946,0.5,0.5,0,0,0,../datasets/osm,alex,675698,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,0,5069104,0,0,0,2000000
20240918000950,0.5,0.5,0,0,0,../datasets/osm,alex,673611,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,0,3951791,0,0,0,2000000
20240918000955,0.5,0.5,0,0,0,../datasets/osm,alex,678499,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,0,4139702,0,0,0,2000000
20240918001000,0.5,0.5,0,0,0,../datasets/osm,alex,697869,1000000,74141848,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,0,2643782,0,0,0,2000000
20240918001005,0.5,0.5,0,0,0,../datasets/osm,alex,642785,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,slin,0,7359072,0,0,0,2000000
20240918001010,0.5,0.5,0,0,0,../datasets/osm,alex,640205,1000000,73575040,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_slin,0,3538313,0,0,0,2000000
20240918001015,0.5,0.5,0,0,0,../datasets/osm,alex,650743,1000000,74141848,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_slin,0,2740409,0,0,0,2000000
20240918001018,0.5,0.5,0,0,0,../datasets/wiki,alex,787153,951506,49249280,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,0,1839186,0,0,0,1903013
20240918001022,0.5,0.5,0,0,0,../datasets/wiki,alex,760144,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,0,4594094,0,0,0,1903013
20240918001025,0.5,0.5,0,0,0,../datasets/wiki,alex,739013,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,0,3140458,0,0,0,1903013
20240918001029,0.5,0.5,0,0,0,../datasets/wiki,alex,733768,951506,48615168,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,0,3426835,0,0,0,1903013
20240918001032,0.5,0.5,0,0,0,../datasets/wiki,alex,785328,951506,49249280,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,0,1560220,0,0,0,1903013
