id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,index_type,throughput,init_table_size,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,search_type,lookup_latency,llc_miss,dtlb_miss,branch_miss,instructions,table_size
20240919144030,0.5,0.5,0,0,0,../datasets/books,alex,1895054,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,22531843,0,0,0,0,200000000
20240919144136,0.5,0.5,0,0,0,../datasets/books,alex,1154524,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,54987328,0,0,0,0,200000000
20240919144242,0.5,0.5,0,0,0,../datasets/books,alex,1004071,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,69455197,0,0,0,0,200000000
20240919144347,0.5,0.5,0,0,0,../datasets/books,alex,857969,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,86436561,0,0,0,0,200000000
20240919144453,0.5,0.5,0,0,0,../datasets/books,alex,1858393,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_bbin,22572711,0,0,0,0,200000000
20240919144606,0.5,0.5,0,0,0,../datasets/books,alex,13777,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,slin,7208952332,0,0,0,0,200000000
20240919144711,0.5,0.5,0,0,0,../datasets/books,alex,1696847,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_slin,28069602,0,0,0,0,200000000
20240919144817,0.5,0.5,0,0,0,../datasets/books,alex,1919655,100000000,2687670560,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,ex_mb_slin,19821759,0,0,0,0,200000000
20240919145016,0.5,0.5,0,0,0,../datasets/fb,alex,18446,100000000,2783896744,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,exponential,46157157,0,0,0,0,200000000
20240919145216,0.5,0.5,0,0,0,../datasets/fb,alex,18350,100000000,2783896744,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bin,55239619,0,0,0,0,200000000
20240919145415,0.5,0.5,0,0,0,../datasets/fb,alex,18474,100000000,2783896744,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,bbin,65134974,0,0,0,0,200000000
20240919145613,0.5,0.5,0,0,0,../datasets/fb,alex,18357,100000000,2783896744,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,mb_bbin,64138466,0,0,0,0,200000000
